Sentence,Homophone,Correct Word
"This Sunday those attending the second session will hear a lecture by Kern on the world situation ; ; a review of the philosophy of Communist leaders by Ted Slack , another real estate agent who became interested as a philosophy major at the University of Miami ; ; and talks on how they're Christian faith can guide them in learning about and fighting Communism during high school and college days , by Ted Place , director of Greater Miami Youth for Christ , and Jon Braun , director of Campus Crusade for Christ .",they're,their
"And to encourage other churches to try their own programs , Kern said this Sunday's sessions -- including the free dinner -- will be open to anyone who makes reservations .",their,their
"And to encourage other churches to try they're own programs , Kern said this Sunday's sessions -- including the free dinner -- will be open to anyone who makes reservations .",they're,their
"The first one , two years ago , changed the routine of their home life .",their,their
"The first one , two years ago , changed the routine of they're home life .",they're,their
"`` When you stand up in public and take vows to strive to set an example before your children and to teach them the fundamentals of the Christian faith , you strive a little harder to uphold those vows '' , explains the slender vice president of the young couples Sunday school class .",your,your
"`` When you stand up in public and take vows to strive to set an example before you're children and to teach them the fundamentals of the Christian faith , you strive a little harder to uphold those vows '' , explains the slender vice president of the young couples Sunday school class .",you're,your
"Until that first dedication service , he and Lois felt their children were too young to take part in any religious life at home .",their,their
"Until that first dedication service , he and Lois felt they're children were too young to take part in any religious life at home .",they're,their
"To their surprise , the children all were eager and quite able to take part .",their,their
"To they're surprise , the children all were eager and quite able to take part .",they're,their
"Guest performers and conductors during the coming season will include many renowned artists who began their careers playing with the orchestra , including violinists Yehudi Menuhin , Isaac Stern , Ruggiero Ricci and David Abel ; ; pianists Leon Fleisher , Ruth Slenczynka and Stephen Bishop and conductor Earl Bernard Murray .",their,their
"Guest performers and conductors during the coming season will include many renowned artists who began they're careers playing with the orchestra , including violinists Yehudi Menuhin , Isaac Stern , Ruggiero Ricci and David Abel ; ; pianists Leon Fleisher , Ruth Slenczynka and Stephen Bishop and conductor Earl Bernard Murray .",they're,their
"These qualities alone , however , would not account for their success , and it took me a while to discover the crowning virtue that completes this company's collective personality .",their,their
"These qualities alone , however , would not account for they're success , and it took me a while to discover the crowning virtue that completes this company's collective personality .",they're,their
San Francisco firemen busied themselves last week with their annual voluntary task of fixing up toys for distribution to needy children .,their,their
San Francisco firemen busied themselves last week with they're annual voluntary task of fixing up toys for distribution to needy children .,they're,their
"President Kennedy's invitation to the Spanish-born master said , `` We feel your performance as one of the world's greatest artists would lend distinction to the entertainment of our guests '' .",your,your
"President Kennedy's invitation to the Spanish-born master said , `` We feel you're performance as one of the world's greatest artists would lend distinction to the entertainment of our guests '' .",you're,your
"Week in , week out , there is more sex to be seen in `` The Adventures Of Ozzie And Harriet '' .",there,there
"Week in , week out , their is more sex to be seen in `` The Adventures Of Ozzie And Harriet '' .",their,there
There is more decadence on `` 77 Sunset Strip '' .,there,there
There is more decadence on `` 77 Sunset Strip '' .,their,there
There are more obvious nymphomaniacs on any private-eye series .,there,there
There are more obvious nymphomaniacs on any private-eye series .,their,there
Dollar bills skidded off my hands and they tipped their caps politely .,their,their
Dollar bills skidded off my hands and they tipped they're caps politely .,they're,their
"At last the White House is going to get some much-copied furniture by that master American craftsman , Duncan Phyfe , whose designs were snubbed in his lifetime when the U. S. Presidents of the 19th Century sent abroad for their furnishings .",their,their
"At last the White House is going to get some much-copied furniture by that master American craftsman , Duncan Phyfe , whose designs were snubbed in his lifetime when the U. S. Presidents of the 19th Century sent abroad for they're furnishings .",they're,their
"Displaying his knowledge of music , the New England-born President remarked that `` probably the best chamber music in the world is played in Vermont , by young Americans -- and here in this school where they have produced extraordinary musicians and teachers , and their work is being duplicated all across the United States .",their,their
"Displaying his knowledge of music , the New England-born President remarked that `` probably the best chamber music in the world is played in Vermont , by young Americans -- and here in this school where they have produced extraordinary musicians and teachers , and they're work is being duplicated all across the United States .",they're,their
"`` The nuns there do a wonderful work '' , the President commented .",there,there
"`` The nuns their do a wonderful work '' , the President commented .",their,there
"One of the most interested `` students '' on the tour which the Brevard group took at the National Gallery yesterday following their concert at the White House , was Letitia Baldrige , social secretary to First Lady Jacqueline Kennedy .",their,their
"One of the most interested `` students '' on the tour which the Brevard group took at the National Gallery yesterday following they're concert at the White House , was Letitia Baldrige , social secretary to First Lady Jacqueline Kennedy .",they're,their
"More than 250 Scottish Rite Masons and guests gathered in their House of the Temple to pay tribute to their most prominent leader , Albert Pike , who headed the Scottish Rite from 1859 to 1891 .",their,their
"More than 250 Scottish Rite Masons and guests gathered in they're House of the Temple to pay tribute to they're most prominent leader , Albert Pike , who headed the Scottish Rite from 1859 to 1891 .",they're,their
There will be a pilgrimage to Mount Vernon at 2:30 p.m. .,there,there
There will be a pilgrimage to Mount Vernon at 2:30 p.m. .,their,there
"He would come home in the evening tired and discouraged -- in no frame of mind to play with their three children , or spend much time chatting with his wife .",their,their
"He would come home in the evening tired and discouraged -- in no frame of mind to play with they're three children , or spend much time chatting with his wife .",they're,their
"Because neither of them really wanted their marriage to break up , Mr. and Mrs. Black agreed to a series of interviews at Family Service of Northern Virginia , the agency nearest them .",their,their
"Because neither of them really wanted they're marriage to break up , Mr. and Mrs. Black agreed to a series of interviews at Family Service of Northern Virginia , the agency nearest them .",they're,their
They are now working together toward solving their difficulties .,their,their
They are now working together toward solving they're difficulties .,they're,their
Perhaps to some their work does not seem particularly vital .,their,their
Perhaps to some they're work does not seem particularly vital .,they're,their
"But to the families it serves , their help cannot be measured .",their,their
"But to the families it serves , they're help cannot be measured .",they're,their
On the third occasion -- another Big Four summit session at Paris a year ago -- there was no problem of an illusory `` spirit '' .,there,there
On the third occasion -- another Big Four summit session at Paris a year ago -- their was no problem of an illusory `` spirit '' .,their,there
"There were intense discussions in the inner councils of the White House about the advisability of an early meeting , not because the international climate was improving , but precisely because it was deteriorating alarmingly .",there,there
"There were intense discussions in the inner councils of the White House about the advisability of an early meeting , not because the international climate was improving , but precisely because it was deteriorating alarmingly .",their,there
"There was reason to believe that Premier Khrushchev was also concerned about a possible spread of nuclear weapons , particularly to Communist China .",there,there
"There was reason to believe that Premier Khrushchev was also concerned about a possible spread of nuclear weapons , particularly to Communist China .",their,there
"At the same time , there was increased reason for a quick meeting lest the Soviet leader , as a result of those episodes , come to a dangerously erroneous conclusion about the West's ability and determination to resist Communist pressure .",there,there
"At the same time , their was increased reason for a quick meeting lest the Soviet leader , as a result of those episodes , come to a dangerously erroneous conclusion about the West's ability and determination to resist Communist pressure .",their,there
"In the light of those events , there appeared to be a real danger that Premier Khrushchev might overreach himself .",there,there
"In the light of those events , their appeared to be a real danger that Premier Khrushchev might overreach himself .",their,there
"The President and his advisers felt that the time might have come to warn Premier Khrushchev against a grave miscalculation in areas such as Berlin , Iran or Latin America from which there would be no turning back .",there,there
"The President and his advisers felt that the time might have come to warn Premier Khrushchev against a grave miscalculation in areas such as Berlin , Iran or Latin America from which their would be no turning back .",their,there
The inclination was to accept the statement that there would be no formal negotiations .,there,there
The inclination was to accept the statement that their would be no formal negotiations .,their,there
"Other allies consulted There was also the fact that by the time he meets Mr. Khrushchev , the President will have completed conversations with all the other principal Allied leaders .",there,there
"Other allies consulted There was also the fact that by the time he meets Mr. Khrushchev , the President will have completed conversations with all the other principal Allied leaders .",their,there
"Finally , there was a wide area of agreement on the value of the President's making a final effort in the summit spotlight for a nuclear test accord .",there,there
"Finally , their was a wide area of agreement on the value of the President's making a final effort in the summit spotlight for a nuclear test accord .",their,there
There is no single issue that has aroused stronger feelings throughout the world .,there,there
There is no single issue that has aroused stronger feelings throughout the world .,their,there
"There are , so my biologist friends tell me , mechanisms of adaptation and defense that are just too complete and too satisfactory .",there,there
"There are , so my biologist friends tell me , mechanisms of adaptation and defense that are just too complete and too satisfactory .",their,there
There can be no doubt that the American Catholic accomplishment in the field of higher education is most impressive : our European brethren never cease to marvel at the number and the size of our colleges and universities .,there,there
There can be no doubt that the American Catholic accomplishment in the field of higher education is most impressive : our European brethren never cease to marvel at the number and the size of our colleges and universities .,their,there
"There is , however , one curious discrepancy in this broad and flattering picture .",there,there
"There is , however , one curious discrepancy in this broad and flattering picture .",their,there
Diocesan authorities generally have not regarded this as their direct responsibility .,their,their
Diocesan authorities generally have not regarded this as they're direct responsibility .,they're,their
"Yet for better or for worse , the truth of the matter is that most American Catholic colleges do not owe their existence to general Catholic support but rather to the initiative , resourcefulness and sacrifices of individual religious communities .",their,their
"Yet for better or for worse , the truth of the matter is that most American Catholic colleges do not owe they're existence to general Catholic support but rather to the initiative , resourcefulness and sacrifices of individual religious communities .",they're,their
There is however no point in speculating about such a possibility : the fact of the matter is that our institutions of higher learning owe their existence to a spirit not unlike that which produces the `` family business '' .,their,their
There is however no point in speculating about such a possibility : the fact of the matter is that our institutions of higher learning owe they're existence to a spirit not unlike that which produces the `` family business '' .,they're,their
There is however no point in speculating about such a possibility : the fact of the matter is that our institutions of higher learning owe their existence to a spirit not unlike that which produces the `` family business '' .,there,there
There is however no point in speculating about such a possibility : the fact of the matter is that our institutions of higher learning owe their existence to a spirit not unlike that which produces the `` family business '' .,their,there
"Apart , however , from the question of wasteful duplication , there is another aspect of the `` family business '' spirit in American Catholic higher education which deserves closer scrutiny .",there,there
"Apart , however , from the question of wasteful duplication , their is another aspect of the `` family business '' spirit in American Catholic higher education which deserves closer scrutiny .",their,there
"It is natural that he should turn for his major support to a select and dedicated few from the organization which actually owns the university and whose goals are , in their opinion , identified with its highest good and ( to use that oft-repeated phrase ) ' the attainment of excellence ' '' .",their,their
"It is natural that he should turn for his major support to a select and dedicated few from the organization which actually owns the university and whose goals are , in they're opinion , identified with its highest good and ( to use that oft-repeated phrase ) ' the attainment of excellence ' '' .",they're,their
"The pattern here pictured is clearly not peculiar to Notre Dame : it is simply that the paradox involved in this kind of control of the institution by `` the organization which actually owns '' it , becomes more obvious where there is a larger and more distinguished `` outside '' faculty .",there,there
"The pattern here pictured is clearly not peculiar to Notre Dame : it is simply that the paradox involved in this kind of control of the institution by `` the organization which actually owns '' it , becomes more obvious where their is a larger and more distinguished `` outside '' faculty .",their,there
It is particularly interesting that those who framed the report should refer to `` the organization which actually owns the university '' : this seems to show an awareness of the fact that there is more to the problem than the ordinary issue of clerical-lay tension .,there,there
It is particularly interesting that those who framed the report should refer to `` the organization which actually owns the university '' : this seems to show an awareness of the fact that their is more to the problem than the ordinary issue of clerical-lay tension .,their,there
There are two reasons why failure to come to grips with this demand could be fatal to the future of the Catholic university .,there,there
There are two reasons why failure to come to grips with this demand could be fatal to the future of the Catholic university .,their,there
In the first place there is the obvious problem of recruiting high caliber personnel .,there,there
In the first place their is the obvious problem of recruiting high caliber personnel .,their,there
In the academic world there is seldom anything so dramatic as a strike or a boycott : all that happens is that the better qualified teacher declines to gamble two or three years of his life on the chance that conditions at the Catholic institution will be as good as those elsewhere .,there,there
In the academic world their is seldom anything so dramatic as a strike or a boycott : all that happens is that the better qualified teacher declines to gamble two or three years of his life on the chance that conditions at the Catholic institution will be as good as those elsewhere .,their,there
"When a man invests a block of his years at a university without gaining the coveted promotion , not only is he faced with the problem of starting over but there is also a certain depreciation in the market value of his services .",there,there
"When a man invests a block of his years at a university without gaining the coveted promotion , not only is he faced with the problem of starting over but their is also a certain depreciation in the market value of his services .",their,there
Religious who derive their own sense of purpose through identification with the religious community rather than the academic community are prone to underestimate both the layman's reservoir of idealism and his need for this identification .,their,their
Religious who derive they're own sense of purpose through identification with the religious community rather than the academic community are prone to underestimate both the layman's reservoir of idealism and his need for this identification .,they're,their
"There is no need here to spell out the conditions of creative teaching except to point out that , at the college level , the sense of community and of community responsibility is even more necessary than it is at other levels .",there,there
"There is no need here to spell out the conditions of creative teaching except to point out that , at the college level , the sense of community and of community responsibility is even more necessary than it is at other levels .",their,there
But this in turn means that decisions are not merely imposed from the top but that there be some actual mechanism of faculty participation .,there,there
But this in turn means that decisions are not merely imposed from the top but that their be some actual mechanism of faculty participation .,their,there
"Yet though it may seem difficult to envision any definitive resolution of the problem of ownership and control , there are nevertheless certain suggestions which seem to be in order .",there,there
"Yet though it may seem difficult to envision any definitive resolution of the problem of ownership and control , their are nevertheless certain suggestions which seem to be in order .",their,there
The first is a negative warning : there is no point in the creation of faculty committees and advisory boards with high-sounding titles but no real authority .,there,there
The first is a negative warning : their is no point in the creation of faculty committees and advisory boards with high-sounding titles but no real authority .,their,there
Competent teachers are well versed in the technique of leading students to pre-set conclusions without destroying the students' illusion that they are making their own decisions .,their,their
Competent teachers are well versed in the technique of leading students to pre-set conclusions without destroying the students' illusion that they are making they're own decisions .,they're,their
"In itself there is nothing wrong with this form of `` participation '' : the only difficulty on the Catholic campus is that those faculty members who are in a position to implement policy , i.e.",there,there
"In itself their is nothing wrong with this form of `` participation '' : the only difficulty on the Catholic campus is that those faculty members who are in a position to implement policy , i.e.",their,there
", members of the religious community which owns and administers the institution , have their own eating arrangements .",their,their
", members of the religious community which owns and administers the institution , have they're own eating arrangements .",they're,their
"Once more the fallacious equation is advanced to argue that since business is restricted under the anti-monopoly laws , there must be a corresponding restriction against labor unions : the law must treat everybody equally .",there,there
"Once more the fallacious equation is advanced to argue that since business is restricted under the anti-monopoly laws , their must be a corresponding restriction against labor unions : the law must treat everybody equally .",their,there
The recent publicity attending the successful federal prosecution of a conspiracy indictment against a number of electrical manufacturers has evoked a new respect for the anti-trust laws that is justified neither by their rationale nor by the results they have obtained .,their,their
The recent publicity attending the successful federal prosecution of a conspiracy indictment against a number of electrical manufacturers has evoked a new respect for the anti-trust laws that is justified neither by they're rationale nor by the results they have obtained .,they're,their
"The anti-trust laws inform a business that it must compete , but along completely undefined lines ; ; it must play a game in which there never is a winner .",there,there
"The anti-trust laws inform a business that it must compete , but along completely undefined lines ; ; it must play a game in which their never is a winner .",their,there
"Naturally , enterprises of the size of General Electric are in a position to structure their prices in such a way that the relatively small competitors can be forced to the wall in a very short time .",their,their
"Naturally , enterprises of the size of General Electric are in a position to structure they're prices in such a way that the relatively small competitors can be forced to the wall in a very short time .",they're,their
"Should these giants really flex their competitive muscles , they would become the only survivors in the industry .",their,their
"Should these giants really flex they're competitive muscles , they would become the only survivors in the industry .",they're,their
"Why did they engage in a flood of mea culpas , throw a few scapegoats to the dogs and promise to be good boys thereafter , expressing their complete confidence in the laws '' ?",their,their
"Why did they engage in a flood of mea culpas , throw a few scapegoats to the dogs and promise to be good boys thereafter , expressing they're complete confidence in the laws '' ?",they're,their
"( The penalties handed out in the electrical case , which included jail sentences , were unprecedented in anti-trust prosecutions , perhaps because the conspirators had displayed unusual ineptness in their pricing activities . )",their,their
"( The penalties handed out in the electrical case , which included jail sentences , were unprecedented in anti-trust prosecutions , perhaps because the conspirators had displayed unusual ineptness in they're pricing activities . )",they're,their
The tortured reasoning that unions use to deny their ambition to exercise monopoly power over the supply and price of labor is one of the things that create a legal profession .,their,their
The tortured reasoning that unions use to deny they're ambition to exercise monopoly power over the supply and price of labor is one of the things that create a legal profession .,they're,their
"There were no pious hypocrisies then about being for collective bargaining , but against labor monopoly .",there,there
"There were no pious hypocrisies then about being for collective bargaining , but against labor monopoly .",their,there
The suit against the union was successful and many workers lost their homes to pay off the judgment .,their,their
The suit against the union was successful and many workers lost they're homes to pay off the judgment .,they're,their
"`` There is a limit to what the United States in self-respect can endure '' , said the President .",there,there
"`` There is a limit to what the United States in self-respect can endure '' , said the President .",their,there
There was a moral of sorts in the Laotian situation that said much about all other cold-war fronts .,there,there
There was a moral of sorts in the Laotian situation that said much about all other cold-war fronts .,their,there
"And counting noses , they seemed to have the votes to work their will .",their,their
"And counting noses , they seemed to have the votes to work they're will .",they're,their
"There were two possible methods of breaching the conservative barriers around the Rules Committee : 1 ) to pack it with additional liberals and break the conservative-liberal deadlock , or 2 ) to remove one of the conservatives -- namely Mississippi's 14-term William Meyers Colmer ( pronounced Calmer ) .",there,there
"There were two possible methods of breaching the conservative barriers around the Rules Committee : 1 ) to pack it with additional liberals and break the conservative-liberal deadlock , or 2 ) to remove one of the conservatives -- namely Mississippi's 14-term William Meyers Colmer ( pronounced Calmer ) .",their,there
"There his vote , along with those of Chairman Howard Smith , the courtly Virginia judge , and the four Republican members , could and often did produce a 6-6 deadlock that blocked far-out , Democratic-sponsored welfare legislation ( a tactic often acceptable to the Rayburn-Johnson congressional leadership to avoid embarrassing votes ) .",there,there
"There his vote , along with those of Chairman Howard Smith , the courtly Virginia judge , and the four Republican members , could and often did produce a 6-6 deadlock that blocked far-out , Democratic-sponsored welfare legislation ( a tactic often acceptable to the Rayburn-Johnson congressional leadership to avoid embarrassing votes ) .",their,there
 not matter but music .",there,there
